world_rank,university_name,country,teaching,international,research,citations,income,num_students,student_staff_ratio,international_students,female_male_ratio
276-300,Swedish University of Agricultural Sciences,Sweden,28.4,46.8,25.3,54.6,99.8,3879,4.6,0,2.03
276-300,Tokyo Medical and Dental University (TMDU),Japan,47.5,21.9,21.6,47.1,45.4,2872,3.3,0.07,1.041
276-300,TU Dresden,Germany,29.7,48.9,15.6,63.9,36.1,35487,37.4,0.12,0.724
276-300,University of Bath,United Kingdom,28,75.9,28.8,50.2,42.8,12830,18.8,0.3,0.852
276-300,University of Bologna,Italy,34.4,37.6,27.4,53.9,35.1,85532,22.9,0.07,1.273
276-300,University of Montana,United States of America,28.9,24.9,14.9,72.1,34.1,12470,15.2,0.03,1.174
276-300,University of Newcastle,Australia,21.1,70.5,29,49.8,72.9,23508,21.9,0.18,1.273
276-300,University of South Carolina,United States of America,37.5,31.3,28,53.2,30.8,29336,16.3,0.01,1.222
276-300,University of Southern Denmark,Denmark,18.6,67.3,19.6,67.3,75.5,22210,12.7,0.16,1.083
276-300,University of Trento,Italy,28.7,51.2,21.9,62.1,45.3,16841,43.2,0.08,1.041
276-300,University of Turin,Italy,22.6,36.3,23.4,66.2,40.4,67552,66,0.06,1.632
276-300,Virginia Polytechnic Institute and State University,United States of America,38.5,27.8,44.4,37.2,27.9,30850,18.6,0.1,0.724
301-350,Autonomous University of Madrid,Spain,32,45.7,24,51.9,34.7,28296,13,0.15,1.273
301-350,Brunel University London,United Kingdom,19.3,89.4,20.1,58.2,33.4,12613,17.6,0.38,0.852
301-350,Charles University in Prague,Czech Republic,34.7,50.3,26.2,42,28.1,51438,13,0.15,1.632
301-350,Hokkaido University,Japan,45.1,24.9,34.2,32.3,41.3,18162,8.2,0.09,0.408
301-350,Hong Kong Baptist University,Hong Kong,22.9,62,15.1,57.6,29.6,10441,11,0.25,1.564
301-350,King Abdulaziz University,Saudi Arabia,19.7,71,10.3,63.4,40.2,35889,8.4,0.21,1.326
301-350,Kyushu University,Japan,44,21.7,28.8,30.7,73.1,18925,6.7,0.08,0.389
301-350,Linköping University,Sweden,21.1,47.7,27,53.3,38,17866,7.7,0.1,1.083
301-350,Medical University of Vienna,Austria,23.7,66.2,13.4,66,33.2,7426,2.9,0.28,1
301-350,Murdoch University,Australia,19.4,83.3,18.9,49.6,44.2,16606,32.8,0.43,1.439
301-350,National Cheng Kung University,Taiwan,33.1,22.9,40.3,30.4,99.9,21234,14.4,0.11,0.563
301-350,National Sun Yat-Sen University,Taiwan,27.9,23.9,32.5,48.5,43.9,9336,19.6,0.04,0.587
301-350,"National University of Ireland, Galway",Republic of Ireland,22.6,69.3,19.8,51.9,41.1,14067,26.8,0.14,1.273
301-350,North Carolina State University,United States of America,34.8,29.2,28.8,47.6,35.7,30533,13.6,0.11,0.786
301-350,Polytechnic University of Milan,Italy,27.2,38.1,23.8,47.7,68.1,30025,22.2,0.12,0.515
301-350,Renmin University of China,China,36.1,45.8,12,59.6,44,24954,12.7,0.06,1
301-350,Sapienza University of Rome,Italy,35.3,33.2,30.6,39.1,36,120986,32.3,0.07,1.439
301-350,Sharif University of Technology,Iran,32.9,16.7,42.8,34.2,93,10977,18.7,0,0.37
301-350,Sun Yat-sen University,China,33.1,24.2,17.8,52.2,43.5,51351,16.6,0.08,1.041
301-350,UiT The Arctic University of Norway,Norway,21.7,61.8,19.4,56.4,29.1,10398,12.2,0.1,1.5
301-350,University College Cork,Republic of Ireland,25.3,71.5,19.5,47.4,38.8,15805,22.3,0.15,1.222
301-350,University of Canterbury,New Zealand,19.9,88,24,48.4,49.8,12187,16.5,0.2,1.041
301-350,University of Crete,Greece,17.1,44.4,16.3,68.6,34.1,14650,26.9,0.05,1.703
301-350,University of Eastern Finland,Finland,22.4,39.5,19.1,58.1,36.7,10798,17.3,0.06,1.778
301-350,University of Graz,Austria,26.9,59.7,17.6,57.4,29.5,20584,26.8,0.12,1.857
301-350,University of Guelph,Canada,24.4,39,31.3,48.2,48.1,21643,28.3,0.04,1.5
301-350,University of Manitoba,Canada,31.6,38.6,32.4,44.4,43.5,28576,27.8,0.11,1.222
301-350,"University of Maryland, Baltimore County",United States of America,19.4,32.6,16.4,65.2,32.6,13908,18.1,0.07,0.852
301-350,University of Padua,Italy,21,37,21.4,64.5,31.7,62577,18.3,0.04,1.273
301-350,University of Pavia,Italy,25.6,34.4,18.3,56.3,60.6,22958,40.6,0.06,1.273
301-350,University of Pisa,Italy,22.6,29.6,23.2,63.8,39.4,47247,18,0.04,1.083
301-350,University of Portsmouth,United Kingdom,12.8,70.2,10.5,72.3,29.2,20161,19.1,0.23,0.818
301-350,University of South Australia,Australia,28.4,81,25,34.1,83.7,18971,26.2,0.32,1.439
301-350,University of Tampere,Finland,25.6,35,23.9,51.2,49.3,10045,9.5,0.04,1.941
301-350,University of Tsukuba,Japan,39.9,30.7,26.2,45.3,33,15930,12.6,0.16,0.613
301-350,University of Waikato,New Zealand,17.7,85.6,19.9,61.9,28.2,10159,17,0.25,1.326
301-350,University of Wollongong,Australia,22.5,83.7,27.3,47.4,54,16489,25.4,0.24,1
301-350,Vrije Universiteit Brussel,Belgium,26.7,48.4,26.8,53.8,37.5,9020,17.1,0.16,1.222
301-350,Washington State University,United States of America,29.9,33.9,30.6,47.1,55.8,24550,18.3,0.07,1
301-350,York University,Canada,20.9,50.7,30.1,50.5,41.9,48007,39.4,0.09,1.439
301-350,Zhejiang University,China,40.3,20.1,34.5,32.6,89,47508,15.9,0.05,0.695
351-400,Aalborg University,Denmark,21.7,67.2,24.9,41,39,17422,15.9,0.15,0.923
351-400,"Binghamton University, State University of New York",United States of America,23.3,30.7,21.9,51.1,33.4,15799,23.3,0.14,0.923
351-400,Charles Darwin University,Australia,17.2,44.3,15.3,53.3,32.5,5570,25.4,0.15,2.03
351-400,Deakin University,Australia,20,68.4,22,47.1,30.1,32713,30.4,0.17,1.5
351-400,Flinders University,Australia,22.4,59.8,24.2,38.4,39.1,15655,22.6,0.15,1.703
351-400,George Mason University,United States of America,27.2,34.9,19.7,53,28.2,26622,17,0.07,1.174
351-400,Heriot-Watt University,United Kingdom,20.7,84.2,21.4,42.1,48.4,8773,17.8,0.43,0.695
351-400,Indian Institute of Technology Roorkee,India,30.4,15.6,13.7,45.8,70.4,8061,18.7,0.01,0.205
351-400,Jagiellonian University,Poland,22.7,41.7,13.8,48.2,29.5,42835,11.5,0.05,2.03
351-400,Keele University,United Kingdom,16.3,64.2,18.8,55.1,31.7,8397,15.7,0.2,1.222
351-400,Keio University,Japan,32.5,22.2,28,39.7,43.1,33751,11.9,0.05,0.471
351-400,King Mongkut’s University of Technology Thonburi,Thailand,11.3,23.8,10.2,68.4,60.2,17791,23.7,0.01,0.724
351-400,Lehigh University,United States of America,26,30.4,19.7,50.6,40.1,6300,11.3,0.15,0.786
351-400,Leibniz University of Hanover,Germany,36.6,48.2,19.1,35.1,40.3,22401,62.7,0.12,0.695
351-400,Loughborough University,United Kingdom,33.4,63.9,32.7,24.7,40.7,13951,15.9,0.22,0.613
351-400,Massey University,New Zealand,19.2,73.3,19.2,37.6,66,19101,16.8,0.15,1.632
351-400,National Autonomous University of Mexico,Mexico,31,33.2,31.6,24.6,36,137378,11.6,0.05,1.041
351-400,National Central University,Taiwan,25.2,27.9,26.5,38.3,84.8,10915,9.8,0.06,0.449
351-400,National Taiwan University of Science and Technology (Taiwan Tech),Taiwan,26.8,18.8,42.5,33.1,46.8,7446,17.4,0.11,0.515
351-400,"National University of Ireland, Maynooth",Republic of Ireland,25.7,69.2,23.9,28.1,30.8,7653,28,0.11,1.222
351-400,Paris Dauphine University,France,22,57.6,12.7,50.6,29.4,9565,15.4,0.28,1.128
351-400,Polytechnic University of Valencia,Spain,21,26.1,12.1,59.4,39.3,33172,13.6,0.07,0.563
351-400,University of Aveiro,Portugal,21,48.7,21.1,49,39.9,10791,17.8,0.1,1.041
351-400,University of Duisburg-Essen,Germany,24.4,50.2,14.7,54.7,41.1,36051,46.6,0.11,0.961
351-400,University of Ferrara,Italy,19.2,41.4,13,58.5,37.7,18882,30.2,0.07,1.273
351-400,University of Hertfordshire,United Kingdom,13.4,77.2,9.1,63.1,28.9,19665,19.4,0.27,1.174
351-400,University of Houston,United States of America,37.5,32.6,25,35,35.7,40325,43.7,0.09,1
351-400,University of Jyväskylä,Finland,24.3,49.7,15.8,44.6,71.2,9703,15.2,0.05,1.632
351-400,University of KwaZulu-Natal,South Africa,21.9,56.2,20.2,40,28.5,30572,24.9,0.06,1.381
351-400,University of Liège,Belgium,21.9,67.8,16.9,48.4,55.9,20951,25.9,0.23,1.174
351-400,University of Minho,Portugal,17.6,44.1,19.7,51.2,32.2,19090,18.8,0.09,1.083
351-400,University of Modena and Reggio Emilia,Italy,17.3,30,16.6,58.5,32.3,19693,25.3,0.06,1.174
351-400,University of Porto,Portugal,26.2,43.2,21.1,50.2,36.2,32720,18.8,0.09,1.174
351-400,University of Salento,Italy,29.1,28.4,21.3,40.6,51.3,19959,58.4,0.01,1.778
351-400,University of Stirling,United Kingdom,18.2,63.7,23.7,50.3,29.8,7828,15.9,0.22,1.564
351-400,University of Strathclyde,United Kingdom,26.3,63,21.6,33,35.8,15705,20.2,0.2,1
351-400,University of Surrey,United Kingdom,31.1,80.4,25,21.6,45.4,12063,16.6,0.38,1.222
351-400,University of Tartu,Estonia,18.6,42.4,27.4,52.4,30.1,10269,13,0.03,1.941
351-400,University of Tasmania,Australia,19.5,68.4,17.5,47.2,44.8,18340,23.8,0.21,1.326
351-400,University of Technology Sydney,Australia,20.7,74.7,21.5,34.7,33.9,24519,44.1,0.31,1.128
351-400,University of Texas at San Antonio,United States of America,17.3,28.6,17.6,66.2,32.2,27520,26.9,0.06,0.923
351-400,"University of the Andes, Colombia",Colombia,15.5,53,11.4,68.2,28.4,15773,16.9,0.02,0.786
351-400,University of Valencia,Spain,17.2,40.8,14.5,62.8,32.5,58413,15.4,0.09,1.5
351-400,University of Vigo,Spain,19.4,26.9,9.5,63.7,36.6,22793,19,0.03,1.041
351-400,University of Warsaw,Poland,23.2,39.8,18.4,54,27.9,49292,14.1,0.07,2.03
351-400,Waseda University,Japan,28.9,32.8,21.3,37.8,30.8,52316,16.9,0.08,0.538
